"","x"
"1070","ENSG00000072071"
"1071","ENSG00000072110"
"1072","ENSG00000072121"
"1073","ENSG00000072133"
"1074","ENSG00000072134"
"1075","ENSG00000072135"
"1076","ENSG00000072163"
"1077","ENSG00000072195"
"1078","ENSG00000072201"
"1079","ENSG00000072210"
"1080","ENSG00000072274"
"1081","ENSG00000072310"
"1082","ENSG00000072364"
"1083","ENSG00000072401"
"1084","ENSG00000072415"
"1085","ENSG00000072422"
"1086","ENSG00000072444"
"1087","ENSG00000072501"
"1088","ENSG00000072506"
"1089","ENSG00000072518"
"1090","ENSG00000072571"
"1091","ENSG00000072609"
"1092","ENSG00000072682"
"1093","ENSG00000072694"
"1094","ENSG00000072736"
"1095","ENSG00000072756"
"1096","ENSG00000072778"
"1097","ENSG00000072786"
"1098","ENSG00000072803"
"1099","ENSG00000072818"
"1100","ENSG00000072832"
"1101","ENSG00000072840"
"1102","ENSG00000072849"
"1103","ENSG00000072858"
"1104","ENSG00000072864"
"1105","ENSG00000072952"
"1106","ENSG00000072954"
"1107","ENSG00000072958"
"1108","ENSG00000073008"
"1109","ENSG00000073009"
"1110","ENSG00000073050"
"1111","ENSG00000073060"
"1112","ENSG00000073067"
"1113","ENSG00000073111"
"1114","ENSG00000073146"
"1115","ENSG00000073150"
"1116","ENSG00000073169"
"1117","ENSG00000073331"
"1118","ENSG00000073350"
"1119","ENSG00000073417"
"1120","ENSG00000073464"
"1121","ENSG00000073536"
"1122","ENSG00000073578"
"1123","ENSG00000073584"
"1124","ENSG00000073605"
"1125","ENSG00000073614"
"1126","ENSG00000073670"
"1127","ENSG00000073711"
"1128","ENSG00000073712"
"1129","ENSG00000073756"
"1130","ENSG00000073792"
"1131","ENSG00000073803"
"1132","ENSG00000073849"
"1133","ENSG00000073905"
"1134","ENSG00000073910"
"1135","ENSG00000073921"
"1136","ENSG00000073969"
"1137","ENSG00000074047"
"1138","ENSG00000074054"
"1139","ENSG00000074071"
"1140","ENSG00000074181"
"1141","ENSG00000074201"
"1142","ENSG00000074211"
"1143","ENSG00000074219"
"1144","ENSG00000074266"
"1145","ENSG00000074276"
"1146","ENSG00000074319"
"1147","ENSG00000074356"
"1148","ENSG00000074370"
"1149","ENSG00000074410"
"1150","ENSG00000074416"
"1151","ENSG00000074527"
"1152","ENSG00000074582"
"1153","ENSG00000074590"
"1154","ENSG00000074603"
"1155","ENSG00000074621"
"1156","ENSG00000074657"
"1157","ENSG00000074660"
"1158","ENSG00000074695"
"1159","ENSG00000074696"
"1160","ENSG00000074755"
"1161","ENSG00000074800"
"1162","ENSG00000074842"
"1163","ENSG00000074855"
"1164","ENSG00000074935"
"1165","ENSG00000074964"
"1166","ENSG00000074966"
"1167","ENSG00000075073"
"1168","ENSG00000075089"
"1169","ENSG00000075131"
"1170","ENSG00000075142"
"1171","ENSG00000075151"
"1172","ENSG00000075188"
"1173","ENSG00000075213"
"1174","ENSG00000075218"
"1175","ENSG00000075223"
"1176","ENSG00000075234"
"1177","ENSG00000075239"
"1178","ENSG00000075240"
"1179","ENSG00000075275"
"1180","ENSG00000075290"
"1181","ENSG00000075292"
"1182","ENSG00000075303"
"1183","ENSG00000075336"
"1184","ENSG00000075340"
"1185","ENSG00000075391"
"1186","ENSG00000075399"
"1187","ENSG00000075407"
"1188","ENSG00000075413"
"1189","ENSG00000075415"
"1190","ENSG00000075420"
"1191","ENSG00000075426"
"1192","ENSG00000075461"
"1193","ENSG00000075539"
"1194","ENSG00000075568"
"1195","ENSG00000075618"
"1196","ENSG00000075624"
"1197","ENSG00000075643"
"1198","ENSG00000075651"
"1199","ENSG00000075673"
"1200","ENSG00000075702"
"1201","ENSG00000075711"
"1202","ENSG00000075785"
"1203","ENSG00000075790"
"1204","ENSG00000075826"
"1205","ENSG00000075856"
"1206","ENSG00000075884"
"1207","ENSG00000075886"
"1208","ENSG00000075891"
"1209","ENSG00000075914"
"1210","ENSG00000075945"
"1211","ENSG00000075975"
"1212","ENSG00000076003"
"1213","ENSG00000076043"
"1214","ENSG00000076053"
"1215","ENSG00000076067"
"1216","ENSG00000076108"
"1217","ENSG00000076201"
"1218","ENSG00000076242"
"1219","ENSG00000076248"
"1220","ENSG00000076258"
"1221","ENSG00000076321"
"1222","ENSG00000076344"
"1223","ENSG00000076351"
"1224","ENSG00000076356"
"1225","ENSG00000076382"
"1226","ENSG00000076513"
"1227","ENSG00000076554"
"1228","ENSG00000076555"
"1229","ENSG00000076604"
"1230","ENSG00000076641"
"1231","ENSG00000076650"
"1232","ENSG00000076662"
"1233","ENSG00000076685"
"1234","ENSG00000076706"
"1235","ENSG00000076716"
"1236","ENSG00000076770"
"1237","ENSG00000076826"
"1238","ENSG00000076864"
"1239","ENSG00000076924"
"1240","ENSG00000076928"
"1241","ENSG00000076944"
"1242","ENSG00000076984"
"1243","ENSG00000077044"
"1244","ENSG00000077063"
"1245","ENSG00000077092"
"1246","ENSG00000077097"
"1247","ENSG00000077147"
"1248","ENSG00000077150"
"1249","ENSG00000077152"
"1250","ENSG00000077157"
"1251","ENSG00000077232"
"1252","ENSG00000077235"
"1253","ENSG00000077238"
"1254","ENSG00000077254"
"1255","ENSG00000077264"
"1256","ENSG00000077274"
"1257","ENSG00000077312"
"1258","ENSG00000077327"
"1259","ENSG00000077348"
"1260","ENSG00000077380"
"1261","ENSG00000077420"
"1262","ENSG00000077454"
"1263","ENSG00000077458"
"1264","ENSG00000077463"
"1265","ENSG00000077514"
"1266","ENSG00000077522"
"1267","ENSG00000077549"
"1268","ENSG00000077585"
"1269","ENSG00000077616"
"1270","ENSG00000077684"
"1271","ENSG00000077713"
"1272","ENSG00000077721"
"1273","ENSG00000077782"
"1274","ENSG00000077800"
"1275","ENSG00000077809"
"1276","ENSG00000077935"
"1277","ENSG00000077942"
"1278","ENSG00000077943"
"1279","ENSG00000078018"
"1280","ENSG00000078043"
"1281","ENSG00000078053"
"1282","ENSG00000078061"
"1283","ENSG00000078070"
"1284","ENSG00000078081"
"1285","ENSG00000078098"
"1286","ENSG00000078114"
"1287","ENSG00000078124"
"1288","ENSG00000078140"
"1289","ENSG00000078142"
"1290","ENSG00000078177"
"1291","ENSG00000078237"
"1292","ENSG00000078246"
"1293","ENSG00000078269"
"1294","ENSG00000078295"
"1295","ENSG00000078304"
"1296","ENSG00000078319"
"1297","ENSG00000078369"
"1298","ENSG00000078401"
"1299","ENSG00000078403"
"1300","ENSG00000078487"
"1301","ENSG00000078549"
"1302","ENSG00000078596"
"1303","ENSG00000078618"
"1304","ENSG00000078668"
"1305","ENSG00000078674"
"1306","ENSG00000078687"
"1307","ENSG00000078699"
"1308","ENSG00000078747"
"1309","ENSG00000078804"
"1310","ENSG00000078808"
"1311","ENSG00000078814"
"1312","ENSG00000078900"
"1313","ENSG00000078902"
"1314","ENSG00000078967"
"1315","ENSG00000079101"
"1316","ENSG00000079102"
"1317","ENSG00000079134"
"1318","ENSG00000079150"
"1319","ENSG00000079156"
"1320","ENSG00000079215"
"1321","ENSG00000079246"
"1322","ENSG00000079257"
"1323","ENSG00000079263"
"1324","ENSG00000079277"
"1325","ENSG00000079308"
"1326","ENSG00000079313"
"1327","ENSG00000079332"
"1328","ENSG00000079335"
"1329","ENSG00000079337"
"1330","ENSG00000079385"
"1331","ENSG00000079387"
"1332","ENSG00000079393"
"1333","ENSG00000079432"
"1334","ENSG00000079435"
"1335","ENSG00000079459"
"1336","ENSG00000079462"
"1337","ENSG00000079482"
"1338","ENSG00000079616"
"1339","ENSG00000079691"
"1340","ENSG00000079739"
"1341","ENSG00000079785"
"1342","ENSG00000079805"
"1343","ENSG00000079819"
"1344","ENSG00000079841"
"1345","ENSG00000079931"
"1346","ENSG00000079950"
"1347","ENSG00000079974"
"1348","ENSG00000079999"
"1349","ENSG00000080007"
"1350","ENSG00000080031"
"1351","ENSG00000080166"
"1352","ENSG00000080189"
"1353","ENSG00000080200"
"1354","ENSG00000080224"
"1355","ENSG00000080293"
"1356","ENSG00000080298"
"1357","ENSG00000080345"
"1358","ENSG00000080371"
"1359","ENSG00000080493"
"1360","ENSG00000080503"
"1361","ENSG00000080511"
"1362","ENSG00000080546"
"1363","ENSG00000080561"
"1364","ENSG00000080573"
"1365","ENSG00000080603"
"1366","ENSG00000080608"
"1367","ENSG00000080709"
"1368","ENSG00000080802"
"1369","ENSG00000080815"
"1370","ENSG00000080819"
"1371","ENSG00000080822"
"1372","ENSG00000080823"
"1373","ENSG00000080824"
"1374","ENSG00000080839"
"1375","ENSG00000080845"
"1376","ENSG00000080854"
"1377","ENSG00000080947"
"1378","ENSG00000080986"
"1379","ENSG00000081014"
"1380","ENSG00000081019"
"1381","ENSG00000081026"
"1382","ENSG00000081041"
"1383","ENSG00000081051"
"1384","ENSG00000081052"
"1385","ENSG00000081059"
"1386","ENSG00000081087"
"1387","ENSG00000081148"
"1388","ENSG00000081154"
"1389","ENSG00000081177"
"1390","ENSG00000081181"
"1391","ENSG00000081189"
"1392","ENSG00000081237"
"1393","ENSG00000081277"
"1394","ENSG00000081307"
"1395","ENSG00000081320"
"1396","ENSG00000081377"
"1397","ENSG00000081386"
"1398","ENSG00000081479"
"1399","ENSG00000081665"
"1400","ENSG00000081692"
"1401","ENSG00000081721"
"1402","ENSG00000081760"
"1403","ENSG00000081791"
"1404","ENSG00000081803"
"1405","ENSG00000081818"
"1406","ENSG00000081842"
"1407","ENSG00000081853"
"1408","ENSG00000081870"
"1409","ENSG00000081913"
"1410","ENSG00000081923"
"1411","ENSG00000081985"
"1412","ENSG00000082014"
"1413","ENSG00000082068"
"1414","ENSG00000082074"
"1415","ENSG00000082126"
"1416","ENSG00000082146"
"1417","ENSG00000082153"
"1418","ENSG00000082175"
"1419","ENSG00000082196"
"1420","ENSG00000082212"
"1421","ENSG00000082213"
"1422","ENSG00000082258"
"1423","ENSG00000082269"
"1424","ENSG00000082397"
"1425","ENSG00000082438"
"1426","ENSG00000082458"
"1427","ENSG00000082497"
"1428","ENSG00000082512"
"1429","ENSG00000082515"
"1430","ENSG00000082516"
"1431","ENSG00000082641"
"1432","ENSG00000082684"
"1433","ENSG00000082701"
"1434","ENSG00000082781"
"1435","ENSG00000082805"
"1436","ENSG00000082898"
"1437","ENSG00000082996"
"1438","ENSG00000083093"
"1439","ENSG00000083097"
"1440","ENSG00000083099"
"1441","ENSG00000083123"
"1442","ENSG00000083168"
"1443","ENSG00000083223"
"1444","ENSG00000083290"
"1445","ENSG00000083307"
"1446","ENSG00000083312"
"1447","ENSG00000083444"
"1448","ENSG00000083454"
"1449","ENSG00000083457"
"1450","ENSG00000083520"
"1451","ENSG00000083535"
"1452","ENSG00000083544"
"1453","ENSG00000083635"
"1454","ENSG00000083642"
"1455","ENSG00000083720"
"1456","ENSG00000083750"
"1457","ENSG00000083799"
"1458","ENSG00000083807"
"1459","ENSG00000083812"
"1460","ENSG00000083814"
"1461","ENSG00000083817"
"1462","ENSG00000083828"
"1463","ENSG00000083838"
"1464","ENSG00000083842"
"1465","ENSG00000083844"
"1466","ENSG00000083845"
"1467","ENSG00000083857"
"1468","ENSG00000083896"
"1469","ENSG00000083937"
"1470","ENSG00000084070"
"1471","ENSG00000084072"
"1472","ENSG00000084073"
"1473","ENSG00000084090"
"1474","ENSG00000084092"
"1475","ENSG00000084093"
"1476","ENSG00000084110"
"1477","ENSG00000084112"
"1478","ENSG00000084207"
"1479","ENSG00000084234"
"1480","ENSG00000084444"
"1481","ENSG00000084463"
"1482","ENSG00000084623"
"1483","ENSG00000084628"
"1484","ENSG00000084636"
"1485","ENSG00000084652"
"1486","ENSG00000084676"
"1487","ENSG00000084693"
"1488","ENSG00000084710"
"1489","ENSG00000084731"
"1490","ENSG00000084733"
"1491","ENSG00000084734"
"1492","ENSG00000084754"
"1493","ENSG00000084764"
"1494","ENSG00000084774"
"1495","ENSG00000085063"
"1496","ENSG00000085117"
"1497","ENSG00000085185"
"1498","ENSG00000085224"
"1499","ENSG00000085231"
"1500","ENSG00000085274"
"1501","ENSG00000085276"
"1502","ENSG00000085365"
"1503","ENSG00000085377"
"1504","ENSG00000085382"
"1505","ENSG00000085415"
"1506","ENSG00000085433"
"1507","ENSG00000085449"
"1508","ENSG00000085465"
"1509","ENSG00000085491"
"1510","ENSG00000085511"
"1511","ENSG00000085514"
"1512","ENSG00000085552"
"1513","ENSG00000085563"
"1514","ENSG00000085644"
"1515","ENSG00000085662"
"1516","ENSG00000085719"
"1517","ENSG00000085721"
"1518","ENSG00000085733"
"1519","ENSG00000085741"
"1520","ENSG00000085760"
"1521","ENSG00000085788"
"1522","ENSG00000085831"
"1523","ENSG00000085832"
"1524","ENSG00000085840"
"1525","ENSG00000085871"
"1526","ENSG00000085872"
"1527","ENSG00000085978"
"1528","ENSG00000085982"
"1529","ENSG00000085998"
"1530","ENSG00000085999"
"1531","ENSG00000086015"
"1532","ENSG00000086061"
"1533","ENSG00000086062"
"1534","ENSG00000086065"
"1535","ENSG00000086102"
"1536","ENSG00000086189"
"1537","ENSG00000086200"
"1538","ENSG00000086205"
"1539","ENSG00000086232"
"1540","ENSG00000086289"
"1541","ENSG00000086300"
"1542","ENSG00000086475"
"1543","ENSG00000086504"
"1544","ENSG00000086544"
"1545","ENSG00000086570"
"1546","ENSG00000086589"
"1547","ENSG00000086598"
"1548","ENSG00000086619"
"1549","ENSG00000086666"
"1550","ENSG00000086712"
"1551","ENSG00000086730"
"1552","ENSG00000086758"
"1553","ENSG00000086827"
"1554","ENSG00000086848"
"1555","ENSG00000086967"
"1556","ENSG00000086991"
"1557","ENSG00000087008"
"1558","ENSG00000087053"
"1559","ENSG00000087074"
"1560","ENSG00000087076"
"1561","ENSG00000087077"
"1562","ENSG00000087085"
"1563","ENSG00000087086"
"1564","ENSG00000087087"
"1565","ENSG00000087088"
"1566","ENSG00000087095"
"1567","ENSG00000087111"
"1568","ENSG00000087116"
"1569","ENSG00000087152"
"1570","ENSG00000087157"
"1571","ENSG00000087191"
"1572","ENSG00000087206"
"1573","ENSG00000087237"
"1574","ENSG00000087245"
"1575","ENSG00000087253"
"1576","ENSG00000087258"
"1577","ENSG00000087263"
"1578","ENSG00000087266"
"1579","ENSG00000087269"
"1580","ENSG00000087274"
"1581","ENSG00000087299"
"1582","ENSG00000087301"
"1583","ENSG00000087302"
"1584","ENSG00000087303"
"1585","ENSG00000087338"
"1586","ENSG00000087365"
"1587","ENSG00000087448"
"1588","ENSG00000087460"
"1589","ENSG00000087470"
"1590","ENSG00000087494"
"1591","ENSG00000087502"
"1592","ENSG00000087510"
"1593","ENSG00000087586"
"1594","ENSG00000087842"
"1595","ENSG00000087884"
"1596","ENSG00000087903"
"1597","ENSG00000087995"
"1598","ENSG00000088002"
"1599","ENSG00000088035"
"1600","ENSG00000088038"
"1601","ENSG00000088179"
"1602","ENSG00000088205"
"1603","ENSG00000088247"
"1604","ENSG00000088256"
"1605","ENSG00000088280"
"1606","ENSG00000088298"
"1607","ENSG00000088305"
"1608","ENSG00000088320"
"1609","ENSG00000088325"
"1610","ENSG00000088340"
"1611","ENSG00000088356"
"1612","ENSG00000088367"
"1613","ENSG00000088386"
"1614","ENSG00000088387"
"1615","ENSG00000088448"
"1616","ENSG00000088451"
"1617","ENSG00000088538"
"1618","ENSG00000088543"
"1619","ENSG00000088682"
"1620","ENSG00000088726"
"1621","ENSG00000088727"
"1622","ENSG00000088756"
"1623","ENSG00000088766"
"1624","ENSG00000088808"
"1625","ENSG00000088812"
"1626","ENSG00000088826"
"1627","ENSG00000088827"
"1628","ENSG00000088832"
"1629","ENSG00000088833"
"1630","ENSG00000088836"
"1631","ENSG00000088854"
"1632","ENSG00000088876"
"1633","ENSG00000088881"
"1634","ENSG00000088882"
"1635","ENSG00000088888"
"1636","ENSG00000088899"
"1637","ENSG00000088930"
"1638","ENSG00000088970"
"1639","ENSG00000088986"
"1640","ENSG00000088992"
"1641","ENSG00000089006"
"1642","ENSG00000089009"
"1643","ENSG00000089022"
"1644","ENSG00000089041"
"1645","ENSG00000089048"
"1646","ENSG00000089050"
"1647","ENSG00000089053"
"1648","ENSG00000089057"
"1649","ENSG00000089060"
"1650","ENSG00000089063"
"1651","ENSG00000089091"
"1652","ENSG00000089094"
"1653","ENSG00000089101"
"1654","ENSG00000089116"
"1655","ENSG00000089123"
"1656","ENSG00000089127"
"1657","ENSG00000089154"
"1658","ENSG00000089157"
"1659","ENSG00000089159"
"1660","ENSG00000089163"
"1661","ENSG00000089177"
"1662","ENSG00000089195"
"1663","ENSG00000089199"
"1664","ENSG00000089220"
"1665","ENSG00000089234"
"1666","ENSG00000089248"
"1667","ENSG00000089280"
"1668","ENSG00000089289"
"1669","ENSG00000089327"
"1670","ENSG00000089335"
"1671","ENSG00000089351"
"1672","ENSG00000089472"
"1673","ENSG00000089486"
"1674","ENSG00000089505"
"1675","ENSG00000089597"
"1676","ENSG00000089639"
"1677","ENSG00000089682"
"1678","ENSG00000089685"
"1679","ENSG00000089692"
"1680","ENSG00000089693"
"1681","ENSG00000089723"
"1682","ENSG00000089737"
"1683","ENSG00000089775"
"1684","ENSG00000089818"
"1685","ENSG00000089820"
"1686","ENSG00000089847"
"1687","ENSG00000089876"
"1688","ENSG00000089902"
"1689","ENSG00000089916"
"1690","ENSG00000090006"
"1691","ENSG00000090013"
"1692","ENSG00000090020"
"1693","ENSG00000090054"
"1694","ENSG00000090060"
"1695","ENSG00000090061"
"1696","ENSG00000090097"
"1697","ENSG00000090104"
"1698","ENSG00000090238"
"1699","ENSG00000090263"
"1700","ENSG00000090266"
"1701","ENSG00000090273"
"1702","ENSG00000090316"
"1703","ENSG00000090339"
"1704","ENSG00000090372"
"1705","ENSG00000090376"
"1706","ENSG00000090382"
"1707","ENSG00000090432"
"1708","ENSG00000090447"
"1709","ENSG00000090470"
"1710","ENSG00000090487"
"1711","ENSG00000090520"
"1712","ENSG00000090530"
"1713","ENSG00000090534"
"1714","ENSG00000090539"
"1715","ENSG00000090554"
"1716","ENSG00000090565"
"1717","ENSG00000090581"
"1718","ENSG00000090612"
"1719","ENSG00000090615"
"1720","ENSG00000090621"
"1721","ENSG00000090659"
"1722","ENSG00000090661"
"1723","ENSG00000090674"
"1724","ENSG00000090686"
"1725","ENSG00000090776"
"1726","ENSG00000090857"
"1727","ENSG00000090861"
"1728","ENSG00000090863"
"1729","ENSG00000090889"
"1730","ENSG00000090905"
"1731","ENSG00000090920"
"1732","ENSG00000090924"
"1733","ENSG00000090932"
"1734","ENSG00000090971"
"1735","ENSG00000090975"
"1736","ENSG00000090989"
"1737","ENSG00000091009"
"1738","ENSG00000091039"
"1739","ENSG00000091073"
"1740","ENSG00000091106"
"1741","ENSG00000091127"
"1742","ENSG00000091129"
"1743","ENSG00000091136"
"1744","ENSG00000091137"
"1745","ENSG00000091140"
"1746","ENSG00000091157"
"1747","ENSG00000091164"
"1748","ENSG00000091262"
"1749","ENSG00000091317"
"1750","ENSG00000091409"
"1751","ENSG00000091428"
"1752","ENSG00000091436"
"1753","ENSG00000091483"
"1754","ENSG00000091490"
"1755","ENSG00000091513"
"1756","ENSG00000091527"
"1757","ENSG00000091536"
"1758","ENSG00000091542"
"1759","ENSG00000091583"
"1760","ENSG00000091592"
"1761","ENSG00000091622"
"1762","ENSG00000091640"
"1763","ENSG00000091651"
"1764","ENSG00000091656"
"1765","ENSG00000091732"
"1766","ENSG00000091831"
"1767","ENSG00000091879"
"1768","ENSG00000091947"
"1769","ENSG00000091972"
"1770","ENSG00000091986"
"1771","ENSG00000092010"
"1772","ENSG00000092020"
"1773","ENSG00000092036"
"1774","ENSG00000092051"
